version,carrier,mcc,mnc,apn,type,mmsc,mmsproxy,mmsport,user,password,proxy,port,server,authtype
1,Elisa FIMMS,244,5,mms,mms,http://mms.elisa.fi,213.161.41.57,80,,,,,,
1,TDC Internet,244,10,internet.song.fi,default/supl,,,,song@internet,songnet,,,,
1,TDC MMS,244,10,mms.song.fi,mms,http://mms.song.fi,213.161.41.58,80,,,,,,
1,DNA INTERNET,244,12,Internet,default/supl,,,,,,,,,
1,DNA Internet,244,12,internet,default/supl,,,,,,,,,
1,DNA MMS,244,12,mms,mms,http://mmsc.dnafinland.fi,10.1.1.2,8080,dna,mms,,,,
1,DNA Internet,244,13,internet,default/supl,,,,,,,,,
1,DNA MMS,244,13,mms,mms,http://mmsc.dnafinland.fi/,10.1.1.2,8080,dna,mms,,,,
1,Saunalahti,244,21,internet.saunalahti,default/supl,,,,,,,,,
1,Saunalahti MMS,244,21,mms.saunalahti.fi,mms,http://mms.saunalahti.fi:8002,62.142.4.197,8080,,,,,,
1,Sonera,244,91,Internet,default/supl,,,,,,,,,
1,TeliaSonera Internet,244,91,internet,default/supl,,,,,,,,,
1,Sonera MMS,244,91,wap.sonera.net,mms,http://mms.sonera.fi:8002,195.156.25.33,8080,,,,,,
1,Omnitel MMS,246,1,gprs.mms.lt,mms,http://mms.omnitel.net:8002/,194.176.32.149,8080,mms,mms,,,,
1,Omnitel,246,1,gprs.startas.lt,default/supl,,,,omni,omni,,,,
1,Omnitel Internet,246,1,omnitel,default/supl,,,,omni,omni,,,,
1,Bite LT Internet,246,2,banga,default/supl,,,,,,,,,
1,Bite MMS,246,2,mms,mms,http://mmsc,192.168.150.2,8080,mms@mms,mms,,,,
1,Bite,246,2,wap,default/supl,,,,,,,,213.226.131.133,
1,Tele2 Internet LT,246,3,internet.tele2.lt,default/supl,,,,,,130.244.196.090,8080,,
1,Tele2 LT,246,3,internet.vodafone.net,default/supl,,,,,,,,,
1,Tele2 MMS LT,246,3,mms.tele2.lt,mms,http://mmsc.tele2.lt/,193.012.040.029,8080,,,,,,
1,Tele2 LT MMS,246,3,wap.tele2.lt,mms,http://mmsc.tele2.lt,193.12.40.29,8080,,,,,,
1,LMT,247,1,internet.lmt.lv,default/supl,,,,,,,,,
1,LMT MMS,247,1,mms.lmt.lv,mms,,212.93.97.201,,,,,,,
1,Tele2 Internet LV,247,2,internet.tele2.lv,default/supl,,,,wap,wap,130.244.196.090,8080,,
1,Tele2 MMS LV,247,2,mms.tele2.lv,mms,http://mmsc.tele2.lv/,193.012.040.038,8080,wap,wap,,,,
1,Bite LV Internet,247,5,internet,default/supl,,,,,,,,,
1,Bite MMS,247,5,mms,mms,http://mmsc,192.168.150.2,8080,,,,,,
1,EMT,248,1,internet.emt.ee,default/supl,,,,,,,,,
1,EMT MMS,248,1,mms.emt.ee,mms,http://mms.emt.ee/servlets/mms,,,,,,,,
1,Elisa EE,248,2,internet,default/supl,,,,,,,,,
1,Elisa EE MMS,248,2,mms,mms,http://194.204.2.10,194.204.2.6,8080,,,,,,
1,Tele2 EE,248,3,internet.tele2.ee,default/supl,,,,wap,wap,,,,
1,Tele2 EE MMS,248,3,mms.emt.ee,mms,http://mms.emt.ee/servlets/mms,217.71.32.82,8080,,,,,,
1,Tele2 MMS,248,3,mms.tele2.ee,mms,http://mmsc.tele2.ee,193.12.040.006,8080,,,,,,
1,MTS RU,250,1,internet.mts.ru,default/supl,,,,mts,mts,,,,
1,ETK,250,1,mms.etk.ru,default/supl/mms,http://mmsc,010.010.030.060,8080,mms,mms,,,,
1,MTS RU MMS,250,1,mms.mts.ru,mms,http://mmsc,192.168.192.192,8080,mts,mts,,,,
1,Megafon Internet,250,2,internet,default/supl,,,,,,,,,
1,Megafon MMS,250,2,mms,mms,http://mmsc:8002,10.10.10.10,8080,mms,mms,,,,
1,NCC,250,3,mms,mms,http://10.0.3.50,10.0.3.20,8080,,,,,,
1,МТС-интернет,250,4,internet.mts.ru,default/supl,,,,mts,mts,,,,
1,МТС Центр MMS,250,4,mms.mts.ru,mms,http://mmsc,192.168.192.192,8080,mts,mts,,,,
1,ETK,250,5,internet.etk.ru,default/supl/mms,,,,,,,,,
1,МТС-интернет,250,5,internet.mts.ru,default/supl,,,,mts,mts,,,,
1,МТС Центр MMS,250,5,mms.mts.ru,mms,http://mmsc,192.168.192.192,8080,mts,mts,,,,
1,internet,250,7,internet.smarts.ru,default/supl,,,,any,any,,,,
1,mms,250,7,mms.smarts.ru,mms,http://172.24.120.135/mms/wapenc,172.24.128.5,8080,wap,wap,,,,
1,МТС-интернет,250,10,internet.mts.ru,default/supl,,,,mts,mts,,,,
1,МТС Центр MMS,250,10,mms.mts.ru,mms,http://mmsc,192.168.192.192,8080,mts,mts,,,,
1,Beeline internet,250,11,internet.beeline.ru,default/supl,,,,beeline,beeline,,,,
1,Beeline MMS,250,11,mms.beeline.ru,mms,http://mms/,192.168.094.023,8080,beeline,beeline,,,,
1,GPRS-Internet,250,12,inet.bwc.ru,default/supl,,,,bwc,bwc,,,,
1,BWC MMS,250,12,mms.bwc.ru,mms,http://mmsc/mms,10.10.17.2,8080,bwc,bwc,,,,
1,МТС-интернет,250,13,internet.mts.ru,default/supl,,,,mts,mts,,,,
1,МТС Центр MMS,250,13,mms.mts.ru,mms,http://mmsc,192.168.192.192,8080,mts,mts,,,,
1,MMS,250,16,mms.ntc,mms,http://mmsc.vntc.ru/was,80.243.64.68,8080,,,,,,
1,Internet,250,17,internet.usi.ru,default/supl,,,,,,,,,
1,MMS,250,17,mms.usi.ru,mms,http://mms,192.168.168.192,8080,,,,,,
1,Tele2 RU,250,20,internet.tele2.ru,default/supl,,,,,,,,,
1,Tele2 RU MMS,250,20,mms.tele2.ru,mms,http://mmsc.tele2.ru,193.12.40.65,8080,,,,,,
1,МТС-интернет,250,39,internet.mts.ru,default/supl,,,,mts,mts,,,,
1,МТС Центр MMS,250,39,mms.mts.ru,mms,http://mmsc,192.168.192.192,8080,mts,mts,,,,
1,Beeline internet,250,44,internet.beeline.ru,default/supl,,,,beeline,beeline,,,,
1,Beeline MMS,250,44,mms.beeline.ru,mms,http://mms/,192.168.094.023,8080,beeline,beeline,,,,
1,МТС-интернет,250,92,internet.mts.ru,default/supl,,,,mts,mts,,,,
1,МТС Центр MMS,250,92,mms.mts.ru,mms,http://mmsc,192.168.192.192,8080,mts,mts,,,,
1,МТС-интернет,250,93,internet.mts.ru,default/supl,,,,mts,mts,,,,
1,МТС Центр MMS,250,93,mms.mts.ru,mms,http://mmsc,192.168.192.192,8080,mts,mts,,,,
1,BeeLine RU,250,99,internet.beeline.ru,default/supl,,,,beeline,beeline,,,,
1,BeeLine RU MMS,250,99,mms.beeline.ru,mms,http://mms/,192.168.094.023,8080,beeline,beeline,,,,
1,MTS UA,255,1,internet,default/supl,,,,,,,,,
1,MTS UA,255,1,www.mts.com.ua,default/supl,,,,,,,,,
1,MTS UA,255,1,active,default/supl,,,,,,,,,
1,MTS UA,255,1,hyper.net,default/supl,,,,,,,,,
1,JEANS MMS,255,1,mms.jeans.ua,mms,http://mmsc:8002,192.168.10.10,8080,,,,,,
1,MTS UA,255,1,mms.umc.ua,mms,http://mmsc:8002/,192.168.010.010,8080,,,,,,
1,MTS-MMS,255,1,mms,mms,http://mmsc:8002,192.168.010.010,8080,,,,,,
1,JEANS,255,1,www.jeans.ua,default/supl,,,,,,,,,
1,MTS UA,255,1,www.umc.ua,default/supl,,,,,,,,,
1,Beeline UA,255,2,internet.beeeline.ua,default/supl,,,,,,,,,
1,Beeline-internet,255,2,internet.beeline.ua,default/supl,,,,,,,,,
1,Beeline UA MMS,255,2,mms.beeline.ua,mms,http://mms/,10.11.8.18,8080,,,,,,
1,Ace_Base MMS,255,3,mms.kyivstar.net,mms,http://mms.kyivstar.net,10.10.10.10,8080,mms,mms,,,,
1,Ace_Base,255,3,www.ab.kyivstar.net,default/supl,,,,,,,,,
1,Djuice EDGE,255,3,www.djuice.com.ua,default/supl,,,,,,,,,
1,Kyivstar EDGE,255,3,www.kyivstar.net,default/supl,,,,,,,,,
1,life,255,6,internet,default/supl,,,,,,,,,
1,life MMS,255,6,mms,mms,http://mms.life.com.ua/cmms/post,212.58.162.230,8080,,,,,,
1,Utel,255,7,3g.utel.ua,default/supl/mms,http://10.212.1.4/mms/wapenc,10.212.3.148,8080,,,,,,
1,Velcom MMS,257,1,mms.velcom.by,mms,http://mms.velcom.by/servlets/mms,10.200.15.15,8080,mms,mms,,,mms.velcom.by,
1,Velcom BY // Web Plus,257,1,plus.velcom.by,default/supl,,,,plus,plus,,,,
1,Velcom BY // Web 500,257,1,vmi.velcom.by,default/supl,,,,vmi,vmi,,,,
1,Velcom Web,257,1,web.velcom.by,default/supl,,,,web,web,,,,
1,Velcom BY // Web Basic,257,1,web1.velcom.by,default/supl,,,,web1,web1,,,,
1,Velcom BY // Web 25,257,1,web2.velcom.by,default/supl,,,,web2,web2,,,,
1,Velcom BY // Web 250,257,1,web3.velcom.by,default/supl,,,,web3,web3,,,,
1,MTS BY,257,2,mts,default/supl,,,,mts,mts,,,,
1,MTS BY MMS,257,2,mts,mms,http://mmsc,192.168.192.168,8080,mts,mts,,,,
1,Life:) // Internet,257,4,mms.life.com.by,default/supl,,,,,,,,,
1,Life:) // MMS,257,4,mms.life.com.by,mms,http://mms.life.com.by/mmsc/,10.10.10.20,8080,,,,,,
1,GaduAIR,260,1,internet.gadu-gadu.pl,default/supl,,,,,,,,,
1,PlusGSM,260,1,internet,default/supl,,,,,,,,,
1,FM Group Mobile MMS,260,1,mms.fmgmobile.pl,mms,http://mms.fmgmobile.pl:8002/,212.002.096.016,8080,,,,,,
1,GaduAIR MMS,260,1,mms.gadu-gadu.pl,mms,http://mms.gadu-gadu.pl:8002/,212.002.096.016,8080,,,,,,
1,mBank mobile MMS,260,1,mms.mobile.pl,mms,http://mms.mobile.pl:8080,212.2.96.16,8080,TRUE,TRUE,,,,
1,Carrefour Mova MMS,260,1,mms.mova.pl,mms,http://mms.mova.pl:8002/,212.002.096.016,8080,,,,,,
1,Plus MMS,260,1,mms.plusgsm.pl,mms,http://mms.plusgsm.pl:8002,212.2.96.16,8080,,,,,,
1,PlusGSM MMS,260,1,mms,mms,http://mms.plusgsm.pl:8002,212.002.096.016,8080,,,,,,
1,FM Group Mobile,260,1,www.fmgmobie.pl,default/supl,,,,,,,,,
1,mBank mobile,260,1,www.mobile.pl,default/supl,,,,,,,,,
1,mBank mobile MMS,260,1,mms.mobile.pl,mms,http://mms.mobile.pl:8002,212.2.96.16,8080,,,,,,
1,Carrefour Mova,260,1,www.mova.pl,default/supl,,,,,,,,,
1,Era Internet,260,2,erainternet,default/supl,,,,erainternet,erainternet,,,*,
1,Tak-Tak,260,2,erainternettt,default/supl,,,,erainternet,erainternet,,,,
1,Era MMS,260,2,eramms,mms,http://mms.era.pl/servlets/mms,213.158.194.226,8080,eramms,eramms,,,*,
1,Heyah,260,2,heyah.pl,default/supl,,,,heyah,heyah,,,,
1,Heyah MMS,260,2,heyahmms,mms,http:/mms.heyah.pl/servlets/mms,213.158.194.057,8080,heyah,heyah,,,,
1,Mobilking MMS,260,2,mmsMOBILKING,mms,http://mms.mobilking.pl/servlets/mms,213.158.194.226,8080,mobilking,mobilking,,,,
1,Mobilking,260,2,wapMOBILKING,default/supl,,,,mobilking,mobilking,,,,
1,ASTER,260,3,aster.internet,default/supl,,,,internet,internet,,,,
1,ASTER MMS,260,3,aster.mms,mms,http://mms.aster.pl,192.168.006.138,8080,mms,mms,,,,
1,Orange PL,260,3,internet,default/supl,,,,internet,internet,,,,
1,Orange PL MMS,260,3,mms,mms,http://mms.orange.pl,192.168.006.104,8080,mms,mms,,,,
1,MNI,260,3,mni.internet,default/supl,,,,mni.internet,mni.internet,,,,
1,MNI MMS,260,3,mni.mms,mms,http://mms.mni.pl/,192.168.006.135,8080,mni.mms,mni.mms,,,,
1,Play,260,6,internet,default/supl,,,,,,,,,
1,Play MMS,260,6,mms,mms,http://10.10.28.164/mms/wapenc,10.10.25.5,8080,,,,,,
1,Cyfrowy Polsat,260,12,internet.cyfrowypolsat.pl,default/supl,,,,,,,,,
1,Cyfrowy Polsat MMS,260,12,mms.cyfrowypolsat.pl,mms,http://mms.cyfrowypolsat.pl:8002/,79.171.2.33,8080,,,,,,
1,T-Mobile DE,262,1,internet.t-mobile,default/supl/mms,http://mms.t-mobile.de/servlets/mms,172.028.023.131,8008,t-mobile,tm,,,*,
1,Vodafone DE-MMS,262,2,event.vodafone.de,mms,http://139.7.24.1/servlets/mms,139.7.29.17,80,,,,,,
1,Vodafone DE,262,2,web.vodafone.de,default/supl,,,,none,none,,,,
1,blau DE,262,5,internet.eplus.de,default/supl,,,,blau,blau,,,,
1,blau DE MMS,262,5,mms.eplus.de,mms,http://mms/eplus,212.23.97.153,5080,mms,eplus,,,,
1,Vodafone DE-MMS,262,4,event.vodafone.de,mms,http://139.7.24.1/servlets/mms,139.7.29.17,80,,,,,,
1,Vodafone DE,262,4,web.vodafone.de,default/supl,,,,,,,,,
1,E-Plus Web GPRS,262,3,internet.eplus.de,default/supl,,,,eplus,internet,,,,
1,E-Plus MMS,262,3,mms.eplus.de,mms,http://mms/eplus/,212.23.97.153,5080,mms,eplus,,,,
1,T-Mobile Internet,262,6,internet.t-mobile,default/supl/mms,http://mms.t-mobile.de/servlets/mms,172.28.23.131,8008,t-mobile,tm,,,,
1,o2,262,7,internet,default/supl/mms,http://10.81.0.7:8002,82.113.100.5,8080,,,,,,
1,O2 DE,262,7,surfo2,default/supl/mms,http://10.81.0.7:8002,82.113.100.5,8080,,,,,,
1,o2,262,8,internet,default/supl/mms,http://10.81.0.7:8002,82.113.100.5,8080,,,,,,
1,Vodafone DE-MMS,262,9,event.vodafone.de,mms,http://139.7.24.1/servlets/mms,139.7.29.17,80,,,,,,
1,Vodafone DE,262,9,web.vodafone.de,default/supl,,,,,,,,,
1,o2,262,11,internet,default/supl/mms,http://10.81.0.7:8002,82.113.100.5,8080,,,,,,
1,Vodafone PT Internet,268,1,net2.vodafone.pt,default/supl,,,,vodafone,vodafone,,,*,
1,Vodafone PT Internet Corporate,268,1,internet.vodafone.pt,default/supl,,,,,,,,*,
1,Vodafone PT MMS,268,1,vas.vodafone.pt,mms,http://mms/servlets/mms,213.30.27.63,8799,vas,vas,,,*,
1,ZON Internet,268,1,internet.zon.pt,default,,,,,,,,*,
1,ZON MMS,268,1,vas.zon.pt,mms,http://mms/servlets/mms,213.030.027.063,8799,,,,,*,
1,Optimus Internet,268,3,umts,default/supl,,,,,,,,*,
1,Optimus MMS,268,3,mms,mms,http://mmsc:10021/mmsc,62.169.66.5,8799,,,,,*,
1,TMN Internet,268,6,internet,default/supl,,,,,,,,*,
1,TMN MMS,268,6,mmsc.tmn.pt,mms,http://mmsc,10.111.2.16,8080,tmn,tmnnet,,,*,
1,Luxgsm Internet,270,1,web.pt.lu,default/supl/mms,,,,,,,,,
1,Tango,270,77,internet,default/supl,,,,,,,,,
1,Tango MMS,270,77,mms,mms,http://mms.tango.lu,212.66.75.3,8080,tango,tango,,,,
1,Orange LU,270,99,orange.lu,default/supl/mms,http://mms.orange.lu,212.088.139.44,8080,,,,,,
1,Vodafone IE-ISP,272,1,isp.vodafone.ie,default/supl,,,,vodafone,vodafone,,,,
1,Vodafone IE,272,1,live.vodafone.com,default/supl,,,,,,,,,
1,Vodafone IE-MMS,272,1,mms.vodafone.net,mms,http://www.vodafone.ie/mms,10.24.59.200,80,,,,,,
1,O2 Ireland,272,2,internet,default/supl/mms,http://mmsc.mms.o2.ie:8002,62.40.32.40,8080,,,,,,
1,O2 IE,272,2,wap.dol.ie,default/supl/mms,http://mmsc.mms.o2.ie:8002,62.40.32.40,8080,user,user,62.40.32.40,8080,www.o2.ie,
1,Meteor Data,272,3,data.mymeteor.ie,default/supl,,,,,,,,,
1,Meteor MMS,272,3,mms.mymeteor.ie,mms,http://mms.mymeteor.ie,010.085.085.085,8799,my,wap,010.085.085.085,8799,,
1,Eircom/Meteor,272,3,wap.mymeteor.ie,default/supl,mms.mymeteor.ie,10.85.85.85,8799,my,meteor,10.85.85.85,8799,http://wap.mymeteor.ie,
1,Eircom/Meteor MMS,272,3,wap.mymeteor.ie,mms,http://mms.mymeteor.ie,10.85.85.85,8799,my,meteor,10.85.85.85,8799,http://wap.mymeteor.ie,
1,3 IE MMS,272,5,3ireland.ie,default/supl/mms,http://mms.um.3ireland.ie:10021/mmsc,mms.3ireland.ie,8799,,,,,3ireland.ie,
1,3 Ireland,272,5,3ireland.ie,default/supl/mms,http://mms.um.3ireland.ie:10021/mmsc,mms.3ireland.ie,8799,,,,,,
1,Siminn,274,1,internet,default/supl,,,,,,,,,
1,Siminn MMS,274,1,mms.simi.is,mms,http://mms.simi.is/servlets/mms,213.167.138.200,9201,,,,,,
1,Vodafone Internet,274,2,gprs.is,default/supl,,,,,,,,,
1,Vodafone MMS,274,2,mms.gprs.is,mms,http://mmsc.vodafone.is,10.22.0.10,8080,,,,,,
1,MMS Nova,274,11,mms.nova.is,mms,http://mmsc.nova.is,10.10.2.60,8080,,,,,,
1,Net Nova,274,11,net.nova.is,default/supl,,,,,,,,,
1,Vodafone AL,276,2,Twa,default/supl,,,,,,,,,
1,Vodafone AL MMS,276,2,vfalmms,mms,http://mmsc.vodafone.al,10.0.9.2,8080,,,,,,
1,Cytamobile MMS,280,1,cytamobile,mms,http://mmsc.cyta.com.cy,212.031.096.161,9201,user,pass,,,,
1,Cytamobile,280,1,internet,default/supl,,,,,,,,,
1,MTN CY,280,10,internet,default/supl,,,,wap,wap,,,,
1,MTN CY MMS,280,10,mms,mms,http://mms.mtn.com.cy/mmsc,172.24.97.1,3130,mms,mms,,,,
1,Geocell,282,1,internet,default/supl/mms,,,,,,,,,
1,Geocell Mms,282,1,mms,default/supl/mms,http://mms.geocell.com.ge/cmmsc/post,010.011.240.007,8080,,,,,,
1,Beeline AM,283,1,internet.beeline.am,default/supl,,,,internet,internet,,,,
1,BeeLine AM MMS,283,1,mms.beeline.am,mms,http://mms/,10.3.2.205,8080,,,,,,
1,VivaCell,283,5,connect.vivacell.am,default/supl,,,,,,,,,
1,VivaCell MMS,283,5,mms.vivacell.am,mms,http://mms.vivacell.am/mmsc,83.217.226.72,8080,,,,,,
1,Orange AM,283,10,internet,default/supl,,,,,,,,,
1,Orange AM MMS,283,10,mms,mms,http://mms/,192.168.220.251,3128,,,,,,
1,MobiTel BG,284,1,inet-gprs.mtel.bg,default/supl,,,,,,,,,
1,Mtel BG,284,1,inet-gprs.mtel.bg,default/supl/mms,http://mmsc/,010.150.000.033,8080,,,,,,
1,MobiTel BG MMS,284,1,mms-gprs.mtel.bg,mms,http://mmsc/,10.150.0.22,9201,Mtel,Mtel,,,,
1,Vivatel,284,3,internet.vivatel.bg,default/supl/mms,http://mmsc.vivatel.bg,192.168.123.123,8080,vivatel,,,,,
1,Globul,284,5,globul,default/supl/mms,,,,globul,,,,,
1,Globul MMS,284,5,mms.globul.bg,mms,http://mmsc1.mms.globul.bg:8002,192.168.087.011,8004,mms,,,,,
1,Turkcell,286,1,internet,default/supl,,,,,,,,,
1,Turkcell MMS,286,1,mms,mms,http://mms.turkcell.com.tr/servlets/mms,212.252.169.217,9201,mms,mms,,,,
1,Vodafone TR,286,2,internet,default/supl,,,,vodafone,vodafone,,,,
1,Vodafone TR MMS,286,2,mms,mms,http://217.31.233.18:6001/MM1Servlet,217.31.233.18,9201,vodafone,vodafone,,,,
1,AVEA MMS,286,3,mms,mms,http://mms.avea.com.tr/servlets/mms,213.161.151.201,8080,mms,mms,,,,
1,Tele,290,1,internet,default/supl,,,,,,,,,
1,Tele MMS,290,1,mms,mms,http://mms.tele.gl/mms/wapenc,10.112.222.37,8080,,,,,,
1,Si.mobil Internet,293,40,internet.simobil.si,default/supl,,,,simobil,internet,,,,
1,Si.mobil MMS,293,40,mms.simobil.si,mms,http://mmc,80.95.224.46,9201,simobil,internet,,,,
1,Mobitel Internet,293,41,internet,default/supl/mms,,,,mobitel,internet,213.229.249.40,8080,,
1,Mobitel MMS,293,41,internet,mms,http://mms.mobitel.si/servlets/mms,213.229.249.40,8080,mobitel,internet,,,,
1,T-2 Internet,293,64,internet.t-2.net,default/supl,,,,,,,,,
1,T-2 Mms,293,64,mms.t-2.net,mms,http://www.mms.t-2.net:8002,172.20.18.137,8080,,,,,,
1,Tusmobil Internet,293,70,internet.tusmobil.si,default,,,,tusmobil,internet,,,,
1,Tusmobil MMS,293,70,mms.tusmobil.si,mms,http://mms.tusmobil.si:8002,091.185.221.085,8080,tusmobil,mms,,,,
1,T-Mobile MK,294,1,internet,default/supl,,,,internet,t-mobile,,,,
1,T-Mobile MK MMS,294,1,mms,mms,http://mms.t-mobile.com.mk,62.162.155.227,8080,mms,mms,,,,
1,ProMonte,297,1,gprs.promonte.com,default/supl,,,,gprs,gprs,,,,
1,ProMonte MMS,297,1,mms.promonte.com,mms,http://mm.vor.promonte.com,192.168.246.005,8080,mms,mms,,,,
1,T-Mobile CG MMS,297,2,mms,mms,http://192.168.180.100/servlets/mms,10.0.5.19,8080,38267,38267,,,,
1,T-Mobile CG,297,2,tmcg-wnw,default/supl,,,,38267,38267,,,,
1,Telus SP,302,220,sp.telus.com,default/supl/mms,http://aliasredirect.net/proxy/mmsc,74.49.0.18,80,,,,,,
1,Mobilicity MMS,302,320,mms.davewireless.com,mms,http://mms.mobilicity.net,10.100.3.4,8080,,,,,,
1,Mobilicity,302,320,wap.davewireless.com,default/supl,,,,dave,password,,,,
1,Fido Default,302,370,fido-core-appl1.apn,default/supl/mms,http://mms.fido.ca,205.151.11.13,80,,,,,,
1,Fido Internet,302,370,internet.fido.ca,default/supl,,,,,,,,,
1,Fido Tethering,302,370,isp.fido.apn,default/supl,,,,,,,,,
1,Wind CA,302,490,internet.windmobile.ca,default/supl,,,,,,,,,
1,Wind CA MMS,302,490,mms.windmobile.ca,mms,http://mms.windmobile.ca,74.115.197.70,8080,,,,,,
1,Bell,302,610,pda.bell.ca,,http://mms.bell.ca/mms/wapenc,web.wireless.bell.ca,80,,,web.wireless.bell.ca,80,,
1,Bell Internet,302,610,pda.bell.ca,default/supl/mms,http://mms.bell.ca/mms/wapenc,,,,,,,,
1,Rogers #1,302,720,internet.com,default/supl/mms,,,,,wap,,,,
1,Rogers Tethering,302,720,isp.apn,default/supl,,,,,,,,,
1,Rogers,302,720,rogers-core-appl1.apn,default/supl/mms,http://mms.gprs.rogers.com,10.128.1.69,80,,,,,,
1,Rogers MMS,302,720,rogers-core-appl1.apn,mms,http://mms.gprs.rogers.com,10.128.1.69,80,,,,,,
1,Rogers #2,302,720,rogers-core-appl1.apn,default/supl/mms,,,,,,,,,
1,Rogers #1,302,72,internet.com,default/supl/mms,,,,,wap,,,,
1,Rogers MMS,302,72,rogers-core-appl1.apn,mms,http://mms.gprs.rogers.com,10.128.1.69,80,,,,,,
1,Verizon,310,4,internet,default/supl/mms,http://mms.vtext.com/servlets/mms,,,*,*,,,*,
1,Cellular South,310,23,internet,mms,http://pix.cellularsouth.com/servlets/mms,,,,,,,,3
1,metropcs,310,27,wap.metropcs.net,default/supl/mms,http://mms.metropcs.net/mmsc,,3128,MDN@mymetropcs.com,metropcs,,,http://mms.metropcs.net/servlets/mmsc,
1,myBlue Pix,310,30,mmswap.centennialwireless.com,mms,http://mms.myblue.com/servlets/mms,63.99.231.135,8080,,,,,,
1,Internet,310,30,private.centennialwireless.com,default/supl,,,,privuser,priv,,,,
1,CorrMMS,310,80,corrmms,mms,http://mms.iot1.com/corr/mms.php,66.255.55.23,80,,,,,,
1,Internet,310,90,isp,default/supl,,,,,,,,,
1,MMS,310,90,mms,mms,http://mms.edgemobile.net/mmsc,12.108.12.13,3128,,,,,,
1,Edge MMS Prepay,310,90,ppmms,mms,http://mms.edgemobile.net/mmsc,12.108.12.13,3128,,,,,,
1,PLAT-OTA-MMS,310,100,plateaumms,mms,208.254.124.11:8514,208.254.124.11,8080,,mmsc,,,,
1,PLATWEB,310,100,plateauweb,default/supl,,,,,,,,,
1,CDMA,310,120,0,default/supl,,,,,,,,,
1,CDMA,310,120,1,default/supl,http://mms.sprintpcs.com,,,,,,,,
1,USCC,310,120,internet,mms,http://mmsc1.uscc.net/mmsc/MMS,,80,,,,80,,3
1,Virgin Mobile US,200,53,0,mms,http://mmsc.vmobl.com:8088/mms?,205.239.233.136,81,,,,,,
1,My Multi Media,310,130,mms.c1.ama,mms,http://mms.iot1.com/amarillo/mms.php,,,cell1mms,cell1,,,,
1,DataConnect,310,170,isp.cingular,default/supl,,,,,,,,,
1,Cingular MMS,310,170,wap.cingular,mms,http://mmsc.cingular.com,66.209.11.32,8080,WAP@CINGULARGPRS.COM,CINGULAR1,,,,
1,T-Mobile US 200,310,200,epc.tmobile.com,default/supl/mms,http://mms.msg.eng.t-mobile.com/mms/wapenc,,,none,none,,,*,
1,T-Mobile US 210,310,210,epc.tmobile.com,default/supl/mms,http://mms.msg.eng.t-mobile.com/mms/wapenc,,,none,none,,,*,
1,T-Mobile US 220,310,220,epc.tmobile.com,default/supl/mms,http://mms.msg.eng.t-mobile.com/mms/wapenc,,,none,none,,,*,
1,T-Mobile US 230,310,230,epc.tmobile.com,default/supl/mms,http://mms.msg.eng.t-mobile.com/mms/wapenc,,,none,none,,,*,
1,T-Mobile US 240,310,240,epc.tmobile.com,default/supl/mms,http://mms.msg.eng.t-mobile.com/mms/wapenc,,,none,none,,,*,
1,T-Mobile US 250,310,250,epc.tmobile.com,default/supl/mms,http://mms.msg.eng.t-mobile.com/mms/wapenc,,,none,none,,,*,
1,T-Mobile US,310,260,epc.tmobile.com,default/supl/mms,http://mms.msg.eng.t-mobile.com/mms/wapenc,,,none,none,,,*,
1,Simple,310,260,simple,default/supl/mms,http://smpl.mms.msg.eng.t-mobile.com/mms/wapenc,216.155.165.050,8080,,,216.155.165.050,8080,,
1,T-Mobile US 270,310,270,epc.tmobile.com,default/supl/mms,http://mms.msg.eng.t-mobile.com/mms/wapenc,,,none,none,,,*,
1,T-Mobile US 310,310,310,epc.tmobile.com,default/supl/mms,http://mms.msg.eng.t-mobile.com/mms/wapenc,,,none,none,,,*,
1,Cingular 380 ATT,310,380,proxy,default/supl/mms,http://mmsc.cingular.com/,wireless.cingular.com,,,,wireless.cingular.com,80,,
1,AWS MMS,310,380,proxy,mms,http://mmsc.mymmode.com,10.250.250.55,8080,,,,,,
1,Celloneet MMS,310,390,mms.celloneet.com,mms,http://mms.celloneet.com/servlets/mms,63.99.231.135,8080,user1@mms.celloneet.com,celloneet,,,,
1,ATT,310,410,wap.cingular,default/supl/mms,http://mmsc.cingular.com,wireless.cingular.com,80,WAP@CINGULARGPRS.COM,,,,,
1,CBW Internet,310,420,wap.gocbw.com,default/supl/mms,http://mms.gocbw.com:8088/mms,216.68.79.202,80,cbw,,,,,
1,DataConnect,310,470,isp.cingular,default/supl,,,,,,,,,
1,MediaNet,310,470,wap.cingular,default/supl/mms,http://mmsc.cingular.com,66.209.11.32,8080,WAP@CINGULARGPRS.COM,CINGULAR1,,,,
1,DataConnect,310,480,isp.cingular,default/supl,,,,,,,,,
1,MediaNet,310,480,wap.cingular,default/supl/mms,http://mmsc.cingular.com,66.209.11.32,8080,WAP@CINGULARGPRS.COM,CINGULAR1,,,,
1,T-Mobile US 490,310,490,epc.tmobile.com,default/supl/mms,http://mms.msg.eng.t-mobile.com/mms/wapenc,,,none,none,,,*,
1,GoodCall Picture Message,310,490,good.call,mms,http://mms.suncom.net:8088/mms,66.150.33.125,8080,,,,,,
1,Suncom MMS,310,490,mms,mms,http://mms.suncom.net:8088/mms,66.150.33.125,8080,,,,,,
